"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000005486",614.3848142579,0.755912291116152,0.399023311223945,1.89440634131751,0.0581710953766846,0.187559984587835
"ENSG00000005513",12.3821088031684,-1.15563093083046,0.916184400526308,-1.26135189615388,0.207182091351209,0.425742047714031
"ENSG00000005700",1060.41669440035,0.145963658030911,0.511186495333408,0.28553895567157,0.7752312637291,0.889010668009036
"ENSG00000005801",368.884731541002,0.405066875386844,0.285085842359685,1.42085931743949,0.155357662064315,0.356131435990349
"ENSG00000005810",996.697143615347,-0.0457619796082296,0.335167804627066,-0.136534532781715,0.891398726938236,0.950831740878484
"ENSG00000005812",940.632988061321,-0.874316891655234,0.261894884172048,-3.33842676774421,0.000842542359565884,0.00798006242529724
"ENSG00000005844",315.009213107163,-0.659850109500594,0.570815495355291,-1.15597792083392,0.24769018821012,0.475733152370051
"ENSG00000005882",575.57934592429,-0.162954894826568,0.455688609998316,-0.357601421784867,0.720641614153508,0.857564826116383
"ENSG00000005884",2018.63979647948,-0.670980956684649,0.568025339306039,-1.18125180384451,0.237502707337398,0.463126329666104
"ENSG00000005889",403.847908919635,-0.412476415667527,0.290680920341453,-1.41900065261595,0.155898825798786,0.356924829422008
"ENSG00000005893",2042.80967076125,0.457819083761052,0.538764174825038,0.849757844254821,0.395459731375257,0.626216060529149
"ENSG00000005961",6.56566379871136,0.852366869408181,0.875391744119098,0.973697633241804,0.330206692798425,0.56458472216988
"ENSG00000005981",4.1386098830243,0.621941777766462,1.53976612908603,0.403919638195725,0.686271814740826,0.837237122674807
"ENSG00000006007",1748.25026402655,-0.71174396316718,0.277226813071757,-2.56737057747352,0.0102473034471354,0.0545651869439358
"ENSG00000006015",468.55345296061,0.515127603531369,0.353057505427204,1.45904730989377,0.144552086825213,0.340437523159869
"ENSG00000006016",26.5985297703938,0.524394740485011,0.53650024425997,0.977436163534917,0.32835326683786,0.562657455890335
"ENSG00000006025",652.407969615887,-1.41875765295733,0.294197235761734,-4.82247105172109,1.41790612661703e-06,4.31946364074524e-05
"ENSG00000006042",1435.49414299829,-0.945973818000735,0.374438586531728,-2.52637909667085,0.011524504815872,0.0593075691699313
"ENSG00000006047",251.852649355288,-0.397224135723471,0.528851565015982,-0.751107044018043,0.452588236820933,0.674386405177249
"ENSG00000006062",359.016404007565,-0.041695902521196,0.322847265286397,-0.129150551993085,0.897238522213124,0.953500365170684
"ENSG00000006071",5.25991149131919,-3.1495924908566,1.42238414403421,-2.21430511867464,0.0268077967504419,0.110148358130334
"ENSG00000006118",437.895873937312,2.96192598273041,0.402957139198414,7.3504740196996,1.97505168233201e-13,2.86237269549735e-11
"ENSG00000006125",3863.2313048328,0.555320459990449,0.31920639973067,1.73969087229767,0.0819133129527591,0.236072208757145
"ENSG00000006128",36.174628742258,0.388693450103822,2.22547779642575,0.174656179777703,0.861349801891433,0.936673356980973
"ENSG00000006194",595.925011637163,0.470971573843208,0.330767198326418,1.42387629797084,0.154482284118352,0.355084060638217
"ENSG00000006210",205.530546294245,-0.0671245231341367,0.387182164898348,-0.173366774659571,0.862363139601975,0.936948210217459
"ENSG00000006282",814.622965320769,-0.351655624756256,0.374321210273984,-0.939448834595457,0.347500350122065,0.580850420438413
"ENSG00000006283",2.16760015351308,-0.944327479256052,1.47603003336276,-0.639775247055538,0.522318727295871,NA
"ENSG00000006327",450.465223291445,3.66513359519564,0.430247712661136,8.51865910576567,1.6141117953669e-17,4.1317069463223e-15
"ENSG00000006377",12.3304919267504,7.26121665577275,2.9663473388332,2.44786460463154,NA,NA
"ENSG00000006432",203.80615182549,0.668116663726524,0.405199261905174,1.64885952798917,0.0991764161950986,0.266898848061905
"ENSG00000006451",1321.19685250979,0.0903338167224194,0.285235821559662,0.316698709960328,0.751472227749548,0.877015705001082
"ENSG00000006453",1397.48907156988,0.162916669661256,0.407504903250073,0.399790697883404,0.689310682671275,0.839156900264757
"ENSG00000006459",1309.23922677849,-0.130961071783095,0.37531523117155,-0.34893620323987,0.727137205073267,0.862064822667804
"ENSG00000006468",96.386033222759,0.396209560140644,0.595923647953029,0.664866315511402,0.506136002196683,0.716314060472974
"ENSG00000006530",387.071177314766,0.808076176282717,0.254959346618083,3.16943146819864,0.00152737472646134,0.0127023442441152
"ENSG00000006534",430.133715026773,1.54248134307689,0.714732180354194,2.15812493892817,0.0309181192674684,0.121734900637853
"ENSG00000006555",635.580219682135,-3.14236789903417,0.67296423947811,-4.66944261625417,3.02018044332589e-06,8.1544871969799e-05
"ENSG00000006576",267.460856619266,-0.0760853113735239,0.287950535984198,-0.264230490537094,0.791602317651629,0.899293645839594
"ENSG00000006606",5.49787205882097,2.30695208668913,1.29916482598914,1.77571932409169,0.0757791906964696,0.225042616939493
"ENSG00000006607",1046.09660557002,-0.181430354742179,0.251396246633214,-0.721690785649972,0.470484608461552,0.690487835649828
"ENSG00000006611",2195.09914989749,0.0982204319119852,0.458197300722619,0.214362746696854,0.830264190243702,0.921269334555163
